ID d'incident,Timestamp,Type d'incident,Description,Severité,Statut,Responsable
964.0,2023-02-18,Surcharge,connexion au vpn a échoué,Faible,Résolu,Equipe Réseau
965.0,2023-09-16,Surcharge,connexion au vpn a échoué,Moyenne,Ouvert,Equipe Systèmes
966.0,2023-07-14,Problème de connexion,accès suspects ont été détectés,Moyenne,Ouvert,Equipe Systèmes
967.0,2023-02-18,Intrusion,connexion au vpn a échoué,Élevée,Résolu,Equipe Systèmes
968.0,2023-01-26,Panne matérielle,serveur principal a cessé fonctionner,Faible,En cours,Equipe Support
969.0,2023-09-27,Panne matérielle,serveur principal a cessé fonctionner,Critique,Ouvert,Equipe Systèmes
970.0,2023-01-13,Problème de connexion,échec mise jour logiciel,Moyenne,Résolu,Equipe Systèmes
971.0,2023-02-13,Surcharge,carte réseau ne répond plus,Critique,Résolu,Equipe Support
972.0,2023-07-04,Surcharge,impossible dappliquer mise jour sécurité,Élevée,Résolu,Equipe Systèmes
973.0,2023-08-15,Surcharge,accès suspects ont été détectés,Critique,Ouvert,Equipe Support
974.0,2023-07-08,Problème de connexion,disque dur est tombé panne,Moyenne,Résolu,Equipe Sécurité
975.0,2023-04-30,Problème de connexion,disque dur est tombé panne,Moyenne,Résolu,Equipe Support
976.0,2023-01-08,Problème de connexion,malware a été trouvé sur serveur,Moyenne,Ouvert,Equipe Systèmes
977.0,2023-10-25,Surcharge,serveur web est surchargé,Élevée,En cours,Equipe Réseau
978.0,2023-04-19,Panne matérielle,connexion au vpn a échoué,Élevée,Résolu,Equipe Sécurité
979.0,2023-12-12,Problème de connexion,impossible daccéder internet,Faible,Résolu,Equipe Support
980.0,2023-06-03,Intrusion,connexion intermittente détectée,Élevée,Résolu,Equipe Systèmes
981.0,2023-07-14,Mise à jour échouée,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Support
982.0,2023-07-08,Mise à jour échouée,malware a été trouvé sur serveur,Faible,En cours,Equipe Support
983.0,2023-11-18,Intrusion,connexion intermittente détectée,Faible,Ouvert,Equipe Sécurité
984.0,2023-04-05,Surcharge,serveur principal a cessé fonctionner,Moyenne,Ouvert,Equipe Réseau
985.0,2023-10-15,Panne matérielle,disque dur est tombé panne,Critique,En cours,Equipe Systèmes
986.0,2023-05-25,Intrusion,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Support
987.0,2023-04-25,Intrusion,accès suspects ont été détectés,Faible,Résolu,Equipe Réseau
988.0,2023-02-10,Intrusion,accès suspects ont été détectés,Élevée,Ouvert,Equipe Sécurité
989.0,2023-04-07,Mise à jour échouée,malware a été trouvé sur serveur,Moyenne,Résolu,Equipe Support
990.0,2023-10-27,Panne matérielle,impossible daccéder internet,Élevée,Résolu,Equipe Réseau
991.0,2023-10-12,Surcharge,malware a été trouvé sur serveur,Critique,Résolu,Equipe Support
992.0,2023-12-28,Problème de connexion,accès suspects ont été détectés,Élevée,En cours,Equipe Réseau
993.0,2023-12-07,Panne matérielle,capacité bande passante dépassée,Élevée,Ouvert,Equipe Sécurité
994.0,2023-06-02,Intrusion,échec mise jour logiciel,Critique,Résolu,Equipe Support
995.0,2023-10-01,Mise à jour échouée,carte réseau ne répond plus,Critique,En cours,Equipe Support
996.0,2023-01-07,Intrusion,accès suspects ont été détectés,Critique,Résolu,Equipe Support
997.0,2023-08-25,Mise à jour échouée,tentative connexion non autorisée détectée,Moyenne,Ouvert,Equipe Sécurité
998.0,2023-09-26,Mise à jour échouée,disque dur est tombé panne,Élevée,Ouvert,Equipe Systèmes
999.0,2023-09-21,Intrusion,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Réseau
1000.0,2023-10-10,Panne matérielle,malware a été trouvé sur serveur,Critique,Ouvert,Equipe Sécurité
1001.0,2023-07-16,Intrusion,malware a été trouvé sur serveur,Faible,En cours,Equipe Réseau
1002.0,2023-03-15,Problème de connexion,échec mise jour logiciel,Moyenne,Ouvert,Equipe Sécurité
1003.0,2023-06-29,Surcharge,accès suspects ont été détectés,Critique,Résolu,Equipe Réseau
1004.0,2023-12-25,Intrusion,capacité bande passante dépassée,Critique,Ouvert,Equipe Systèmes
1005.0,2023-12-04,Intrusion,carte réseau ne répond plus,Moyenne,Ouvert,Equipe Support
1006.0,2023-06-11,Problème de connexion,capacité bande passante dépassée,Critique,En cours,Equipe Support
1007.0,2023-10-19,Surcharge,carte réseau ne répond plus,Moyenne,Ouvert,Equipe Réseau
1008.0,2023-05-31,Problème de connexion,base données est sous forte charge,Critique,Ouvert,Equipe Systèmes
1009.0,2023-11-16,Mise à jour échouée,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Support
1010.0,2023-11-15,Surcharge,capacité bande passante dépassée,Élevée,En cours,Equipe Réseau
1011.0,2023-04-17,Problème de connexion,disque dur est tombé panne,Moyenne,Résolu,Equipe Support
1012.0,2023-05-16,Mise à jour échouée,tentative connexion non autorisée détectée,Critique,En cours,Equipe Support
1013.0,2023-10-26,Intrusion,échec mise jour logiciel,Faible,Résolu,Equipe Systèmes
1014.0,2023-08-22,Surcharge,malware a été trouvé sur serveur,Élevée,En cours,Equipe Sécurité
1015.0,2023-01-22,Surcharge,serveur principal a cessé fonctionner,Moyenne,Ouvert,Equipe Sécurité
1016.0,2023-04-15,Panne matérielle,connexion intermittente détectée,Critique,En cours,Equipe Réseau
1017.0,2023-02-06,Problème de connexion,carte réseau ne répond plus,Élevée,Ouvert,Equipe Sécurité
1018.0,2023-12-20,Intrusion,serveur web est surchargé,Moyenne,Résolu,Equipe Support
1019.0,2023-01-11,Panne matérielle,serveur principal a cessé fonctionner,Faible,Résolu,Equipe Systèmes
1020.0,2023-06-02,Problème de connexion,impossible daccéder internet,Moyenne,Ouvert,Equipe Systèmes
1021.0,2023-03-24,Surcharge,carte réseau ne répond plus,Élevée,En cours,Equipe Support
1022.0,2023-09-22,Intrusion,serveur web est surchargé,Élevée,Résolu,Equipe Support
1023.0,2023-03-27,Problème de connexion,serveur web est surchargé,Faible,Ouvert,Equipe Systèmes
1024.0,2023-07-28,Surcharge,échec mise jour logiciel,Moyenne,Résolu,Equipe Sécurité
1025.0,2023-06-06,Panne matérielle,connexion au vpn a échoué,Moyenne,Résolu,Equipe Support
1026.0,2023-11-21,Intrusion,impossible dappliquer mise jour sécurité,Faible,Ouvert,Equipe Support
1027.0,2023-08-18,Surcharge,accès suspects ont été détectés,Moyenne,Résolu,Equipe Support
1028.0,2023-08-13,Intrusion,mise jour firmware a échoué,Faible,Résolu,Equipe Support
1029.0,2023-10-14,Intrusion,échec mise jour logiciel,Moyenne,Ouvert,Equipe Réseau
1030.0,2023-10-05,Mise à jour échouée,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Support
1031.0,2023-06-16,Surcharge,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Sécurité
1032.0,2023-06-02,Mise à jour échouée,serveur principal a cessé fonctionner,Faible,Résolu,Equipe Systèmes
1033.0,2023-10-05,Mise à jour échouée,serveur principal a cessé fonctionner,Faible,Ouvert,Equipe Réseau
1034.0,2023-11-18,Problème de connexion,mise jour firmware a échoué,Critique,Ouvert,Equipe Réseau
1035.0,2023-03-04,Mise à jour échouée,connexion intermittente détectée,Critique,Résolu,Equipe Sécurité
1036.0,2023-11-26,Problème de connexion,échec mise jour logiciel,Élevée,En cours,Equipe Sécurité
1037.0,2023-01-10,Panne matérielle,disque dur est tombé panne,Moyenne,Résolu,Equipe Support
1038.0,2023-10-01,Panne matérielle,connexion intermittente détectée,Moyenne,Résolu,Equipe Support
1039.0,2023-06-02,Intrusion,disque dur est tombé panne,Critique,En cours,Equipe Systèmes
1040.0,2023-06-24,Surcharge,serveur principal a cessé fonctionner,Faible,Ouvert,Equipe Support
1041.0,2023-05-16,Intrusion,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Réseau
1042.0,2023-03-25,Intrusion,serveur principal a cessé fonctionner,Critique,En cours,Equipe Support
1043.0,2023-06-27,Mise à jour échouée,base données est sous forte charge,Moyenne,Résolu,Equipe Sécurité
1044.0,2023-10-03,Panne matérielle,échec mise jour logiciel,Moyenne,En cours,Equipe Systèmes
1045.0,2023-03-09,Mise à jour échouée,mise jour firmware a échoué,Faible,Ouvert,Equipe Sécurité
1046.0,2023-01-06,Intrusion,accès suspects ont été détectés,Faible,Ouvert,Equipe Réseau
1047.0,2023-08-11,Problème de connexion,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Sécurité
1048.0,2023-10-12,Mise à jour échouée,malware a été trouvé sur serveur,Faible,Résolu,Equipe Systèmes
1049.0,2023-02-28,Surcharge,impossible daccéder internet,Faible,Résolu,Equipe Support
1050.0,2023-09-02,Problème de connexion,disque dur est tombé panne,Critique,Résolu,Equipe Systèmes
1051.0,2023-03-04,Mise à jour échouée,serveur principal a cessé fonctionner,Moyenne,Résolu,Equipe Sécurité
1052.0,2023-09-17,Panne matérielle,malware a été trouvé sur serveur,Moyenne,Ouvert,Equipe Support
1053.0,2023-01-06,Intrusion,impossible dappliquer mise jour sécurité,Moyenne,Résolu,Equipe Réseau
1054.0,2023-12-16,Mise à jour échouée,mise jour firmware a échoué,Critique,Ouvert,Equipe Réseau
1055.0,2023-11-27,Surcharge,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Sécurité
1056.0,2023-06-28,Panne matérielle,mise jour firmware a échoué,Critique,En cours,Equipe Systèmes
1057.0,2023-10-12,Surcharge,malware a été trouvé sur serveur,Faible,En cours,Equipe Sécurité
1058.0,2023-08-26,Surcharge,impossible daccéder internet,Moyenne,En cours,Equipe Systèmes
1059.0,2023-02-15,Panne matérielle,accès suspects ont été détectés,Faible,Résolu,Equipe Support
1060.0,2023-11-12,Mise à jour échouée,mise jour firmware a échoué,Critique,Ouvert,Equipe Réseau
1061.0,2023-08-01,Intrusion,serveur principal a cessé fonctionner,Faible,Résolu,Equipe Systèmes
1062.0,2023-06-19,Mise à jour échouée,échec mise jour logiciel,Élevée,Résolu,Equipe Support
1063.0,2023-10-03,Surcharge,malware a été trouvé sur serveur,Moyenne,Résolu,Equipe Réseau
1064.0,2023-03-02,Problème de connexion,connexion intermittente détectée,Faible,En cours,Equipe Réseau
1065.0,2023-11-15,Panne matérielle,connexion intermittente détectée,Moyenne,En cours,Equipe Systèmes
1066.0,2023-05-17,Surcharge,impossible dappliquer mise jour sécurité,Critique,Ouvert,Equipe Systèmes
1067.0,2023-12-16,Intrusion,échec mise jour logiciel,Élevée,En cours,Equipe Systèmes
1068.0,2023-12-29,Intrusion,disque dur est tombé panne,Faible,En cours,Equipe Sécurité
1069.0,2023-04-28,Surcharge,mise jour firmware a échoué,Critique,En cours,Equipe Sécurité
1070.0,2023-10-16,Panne matérielle,serveur principal a cessé fonctionner,Critique,Résolu,Equipe Systèmes
1071.0,2023-06-14,Panne matérielle,tentative connexion non autorisée détectée,Faible,Résolu,Equipe Support
1072.0,2023-02-01,Intrusion,impossible daccéder internet,Moyenne,En cours,Equipe Support
1073.0,2023-09-25,Surcharge,accès suspects ont été détectés,Faible,Ouvert,Equipe Réseau
1074.0,2023-10-17,Intrusion,connexion intermittente détectée,Moyenne,Ouvert,Equipe Sécurité
1075.0,2023-06-24,Problème de connexion,accès suspects ont été détectés,Faible,Résolu,Equipe Systèmes
1076.0,2023-01-13,Mise à jour échouée,impossible dappliquer mise jour sécurité,Moyenne,Ouvert,Equipe Systèmes
1077.0,2023-01-06,Surcharge,malware a été trouvé sur serveur,Élevée,En cours,Equipe Systèmes
1078.0,2023-12-19,Panne matérielle,serveur web est surchargé,Critique,Résolu,Equipe Réseau
1079.0,2023-03-17,Intrusion,connexion intermittente détectée,Élevée,En cours,Equipe Réseau
1080.0,2023-02-27,Problème de connexion,base données est sous forte charge,Faible,Ouvert,Equipe Réseau
1081.0,2023-03-05,Surcharge,impossible daccéder internet,Élevée,Ouvert,Equipe Réseau
1082.0,2023-08-09,Panne matérielle,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Réseau
1083.0,2023-05-26,Mise à jour échouée,impossible daccéder internet,Faible,Résolu,Equipe Support
1084.0,2023-05-20,Intrusion,échec mise jour logiciel,Moyenne,Résolu,Equipe Support
1085.0,2023-10-17,Panne matérielle,malware a été trouvé sur serveur,Critique,En cours,Equipe Réseau
1086.0,2023-12-22,Problème de connexion,impossible daccéder internet,Élevée,Ouvert,Equipe Réseau
1087.0,2023-06-19,Surcharge,échec mise jour logiciel,Élevée,Résolu,Equipe Systèmes
1088.0,2023-07-04,Surcharge,connexion intermittente détectée,Faible,En cours,Equipe Sécurité
1089.0,2023-06-25,Mise à jour échouée,tentative connexion non autorisée détectée,Critique,Ouvert,Equipe Support
1090.0,2023-06-21,Problème de connexion,carte réseau ne répond plus,Moyenne,Résolu,Equipe Support
1091.0,2023-03-18,Mise à jour échouée,malware a été trouvé sur serveur,Élevée,Résolu,Equipe Réseau
1092.0,2023-08-27,Intrusion,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Systèmes
1093.0,2023-09-05,Surcharge,mise jour firmware a échoué,Élevée,En cours,Equipe Réseau
1094.0,2023-07-02,Mise à jour échouée,carte réseau ne répond plus,Critique,Résolu,Equipe Support
1095.0,2023-10-12,Problème de connexion,connexion intermittente détectée,Faible,Résolu,Equipe Support
1096.0,2023-06-08,Intrusion,impossible dappliquer mise jour sécurité,Faible,En cours,Equipe Réseau
1097.0,2023-02-11,Problème de connexion,impossible dappliquer mise jour sécurité,Critique,Ouvert,Equipe Sécurité
1098.0,2023-03-12,Intrusion,impossible dappliquer mise jour sécurité,Critique,Ouvert,Equipe Réseau
1099.0,2023-07-26,Intrusion,base données est sous forte charge,Critique,Ouvert,Equipe Sécurité
1100.0,2023-11-29,Panne matérielle,mise jour firmware a échoué,Moyenne,Ouvert,Equipe Support
1101.0,2023-07-27,Problème de connexion,connexion intermittente détectée,Moyenne,Résolu,Equipe Support
1102.0,2023-01-19,Panne matérielle,disque dur est tombé panne,Moyenne,En cours,Equipe Support
1103.0,2023-10-22,Panne matérielle,mise jour firmware a échoué,Élevée,Résolu,Equipe Réseau
1104.0,2023-09-18,Panne matérielle,connexion intermittente détectée,Élevée,En cours,Equipe Support
1105.0,2023-11-22,Problème de connexion,carte réseau ne répond plus,Moyenne,En cours,Equipe Support
1106.0,2023-07-13,Mise à jour échouée,capacité bande passante dépassée,Élevée,En cours,Equipe Systèmes
1107.0,2023-10-03,Panne matérielle,disque dur est tombé panne,Faible,Ouvert,Equipe Systèmes
1108.0,2023-05-24,Problème de connexion,mise jour firmware a échoué,Critique,Ouvert,Equipe Systèmes
1109.0,2023-09-06,Surcharge,base données est sous forte charge,Élevée,Ouvert,Equipe Réseau
1110.0,2023-01-16,Panne matérielle,impossible dappliquer mise jour sécurité,Faible,En cours,Equipe Réseau
1111.0,2023-07-12,Surcharge,échec mise jour logiciel,Moyenne,En cours,Equipe Sécurité
1112.0,2023-10-08,Intrusion,malware a été trouvé sur serveur,Faible,En cours,Equipe Réseau
1113.0,2023-06-26,Panne matérielle,serveur web est surchargé,Moyenne,Ouvert,Equipe Support
1114.0,2023-05-20,Intrusion,impossible dappliquer mise jour sécurité,Faible,En cours,Equipe Réseau
1115.0,2023-09-22,Mise à jour échouée,serveur web est surchargé,Moyenne,Résolu,Equipe Sécurité
1116.0,2023-05-04,Problème de connexion,accès suspects ont été détectés,Moyenne,Ouvert,Equipe Réseau
1117.0,2023-10-02,Problème de connexion,base données est sous forte charge,Critique,Ouvert,Equipe Support
1118.0,2023-04-17,Problème de connexion,malware a été trouvé sur serveur,Critique,Résolu,Equipe Réseau
1119.0,2023-08-04,Problème de connexion,échec mise jour logiciel,Moyenne,Ouvert,Equipe Sécurité
1120.0,2023-01-19,Intrusion,tentative connexion non autorisée détectée,Critique,Résolu,Equipe Réseau
1121.0,2023-10-20,Surcharge,connexion au vpn a échoué,Critique,En cours,Equipe Réseau
1122.0,2023-08-29,Mise à jour échouée,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Support
1123.0,2023-01-31,Surcharge,tentative connexion non autorisée détectée,Moyenne,Résolu,Equipe Systèmes
1124.0,2023-11-08,Surcharge,connexion au vpn a échoué,Faible,Résolu,Equipe Sécurité
1125.0,2023-03-17,Intrusion,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Systèmes
1126.0,2023-06-21,Intrusion,mise jour firmware a échoué,Critique,Ouvert,Equipe Réseau
1127.0,2023-09-12,Intrusion,serveur principal a cessé fonctionner,Critique,En cours,Equipe Support
1128.0,2023-01-16,Intrusion,connexion au vpn a échoué,Moyenne,Résolu,Equipe Sécurité
1129.0,2023-04-22,Panne matérielle,malware a été trouvé sur serveur,Moyenne,Ouvert,Equipe Support
1130.0,2023-10-21,Surcharge,disque dur est tombé panne,Élevée,Ouvert,Equipe Support
1131.0,2023-12-16,Problème de connexion,impossible dappliquer mise jour sécurité,Critique,En cours,Equipe Support
